timestamp,service,region,latency_ms,error_rate,throughput_rpm,cpu_pct,memory_pct,queue_depth,saturation_score,anomaly_label
2026-04-01T00:00:00,analytics-pipeline,us-west-2,161.12,0.0154,181.09,40.8,60.27,23.2,0.218,normal
2026-04-01T00:00:00,analytics-pipeline,eu-central-1,181.73,0.0136,167.26,38.68,65.29,18.21,0.1971,normal
2026-04-01T01:00:00,checkout-api,us-east-1,97.6,0.0128,957.53,38.44,48.34,16.92,0.1922,normal
2026-04-01T01:00:00,checkout-api,us-west-2,103.75,0.0078,954.07,33.78,66.82,7.85,0.1484,normal
2026-04-01T01:00:00,checkout-api,eu-central-1,98.39,0.0115,938.34,48.87,60.42,19.14,0.2309,normal
2026-04-01T01:00:00,billing-worker,us-east-1,146.77,0.0113,381.96,44.22,62.01,18.01,0.2119,normal
2026-04-01T01:00:00,billing-worker,us-west-2,153.86,0.0113,437.07,44.6,55.01,15.02,0.2071,normal
2026-04-01T01:00:00,billing-worker,eu-central-1,144.85,0.0127,377.92,45.09,70.86,0,0.1807,normal
2026-04-01T01:00:00,auth-service,us-east-1,68.26,0.01,1179.88,43.91,54.98,23.24,0.2192,normal
2026-04-01T01:00:00,auth-service,us-west-2,76.69,0.0069,1332.25,44.84,54.12,17.2,0.2046,normal
2026-04-01T01:00:00,auth-service,eu-central-1,73.65,0.0087,945.39,38.1,65.06,8.65,0.1668,normal
2026-04-01T01:00:00,search-api,us-east-1,94.49,0.0128,757.67,53.93,46.09,15.17,0.2429,normal
2026-04-01T01:00:00,search-api,us-west-2,92.41,0.0115,768.7,20.54,65.62,6.42,0.1057,normal
2026-04-01T01:00:00,search-api,eu-central-1,100.19,0.003,725.83,51.56,56.95,19.53,0.2259,normal
2026-04-01T01:00:00,notification-service,us-east-1,90.42,0.0096,329.29,54.27,65.34,15.65,0.2392,normal
2026-04-01T01:00:00,notification-service,us-west-2,103.67,0.0044,350.96,39.87,58.93,23.64,0.1959,normal
2026-04-01T01:00:00,notification-service,eu-central-1,86.51,0.0116,298.21,29.92,62.3,10.29,0.1466,normal
2026-04-01T01:00:00,analytics-pipeline,us-east-1,165.22,0.0031,189.24,47.97,68.31,10.5,0.195,normal
2026-04-01T01:00:00,analytics-pipeline,us-west-2,180.01,0.0044,183.53,54.72,51.77,30.48,0.2618,normal
2026-04-01T01:00:00,analytics-pipeline,eu-central-1,194.23,0.0083,152.32,53.25,57.33,13.18,0.2283,normal
2026-04-01T02:00:00,checkout-api,us-east-1,108.36,0.0106,959.39,33.84,65.95,29.9,0.1987,normal
2026-04-01T02:00:00,checkout-api,us-west-2,117.2,0.0083,831.59,50.15,58.81,18.99,0.2293,normal
2026-04-01T02:00:00,checkout-api,eu-central-1,116.96,0.0079,743.09,38.9,45.02,24.55,0.2007,normal
2026-04-01T02:00:00,billing-worker,us-east-1,148.68,0.0066,386.16,48.66,58.55,28.61,0.2406,normal
2026-04-01T02:00:00,billing-worker,us-west-2,144.29,0.0132,423.99,54.88,53.3,25.04,0.267,normal
2026-04-01T02:00:00,billing-worker,eu-central-1,123.24,0.0047,336.94,50.55,49.38,17.9,0.2219,normal
2026-04-01T02:00:00,auth-service,us-east-1,73.85,0.0089,1105.64,43.87,70.54,18.35,0.2071,normal
2026-04-01T02:00:00,auth-service,us-west-2,78.19,0.013,1135.15,31.92,54.11,26.59,0.1895,normal
2026-04-01T02:00:00,auth-service,eu-central-1,65.12,0.0066,1225.56,48.34,58.05,24.44,0.2311,normal
2026-04-01T02:00:00,search-api,us-east-1,96.26,0.0043,644.41,36.89,64.46,13.48,0.1644,normal
2026-04-01T02:00:00,search-api,us-west-2,88.14,0.0059,645.91,41.06,49.74,20.91,0.1971,normal
2026-04-01T02:00:00,search-api,eu-central-1,77.06,0.0103,687.57,26.46,63.07,15.8,0.1435,normal
2026-04-01T02:00:00,notification-service,us-east-1,69.84,0.0055,337.49,38.33,63.46,23.98,0.1931,normal
2026-04-01T02:00:00,notification-service,us-west-2,89.53,0.0103,360.01,47.28,61.16,1.33,0.1867,normal
2026-04-01T02:00:00,notification-service,eu-central-1,91.1,0.0142,324.79,38.24,71.58,3.93,0.1675,normal
2026-04-01T02:00:00,analytics-pipeline,us-east-1,186.75,0.0187,164.23,47.52,71.2,17.04,0.2348,normal
2026-04-01T02:00:00,analytics-pipeline,us-west-2,188.08,0.0126,164.47,41.29,60.05,24.6,0.2175,normal
2026-04-01T02:00:00,analytics-pipeline,eu-central-1,179.5,0.0082,163.22,39.13,64.24,18.81,0.1902,normal
2026-04-01T03:00:00,checkout-api,us-east-1,97.83,0.0056,1026.0,51.12,62.46,0,0.1891,normal
2026-04-01T03:00:00,checkout-api,us-west-2,110.22,0.0109,969.99,45.42,57.53,22.18,0.224,normal
2026-04-01T03:00:00,checkout-api,eu-central-1,88.67,0.0131,892.52,36.38,67.28,32.47,0.2174,normal
2026-04-01T03:00:00,billing-worker,us-east-1,128.73,0.0063,393.74,43.47,55.21,10.21,0.1844,normal
2026-04-01T03:00:00,billing-worker,us-west-2,169.6,0.0131,356.31,31.24,69.92,25.91,0.186,normal
2026-04-01T03:00:00,billing-worker,eu-central-1,166.12,0.0122,364.42,44.09,42.88,12.02,0.2009,normal
2026-04-01T03:00:00,auth-service,us-east-1,74.65,0.0111,1095.43,41.01,61.21,21.01,0.2065,normal
2026-04-01T03:00:00,auth-service,us-west-2,78.83,0.0098,1125.7,48.31,58.35,11.39,0.2101,normal
2026-04-01T03:00:00,auth-service,eu-central-1,71.24,0.009,1141.78,43.26,58.0,19.41,0.2073,normal
2026-04-01T03:00:00,search-api,us-east-1,93.98,0.004,737.32,50.43,61.04,16.49,0.2174,normal
2026-04-01T03:00:00,search-api,us-west-2,98.39,0.0051,628.86,42.48,51.49,23.92,0.2068,normal
2026-04-01T03:00:00,search-api,eu-central-1,86.76,0.001,668.95,54.62,55.33,7.04,0.2074,normal
2026-04-01T03:00:00,notification-service,us-east-1,79.81,0.0111,341.93,43.41,68.39,23.65,0.2203,normal
2026-04-01T03:00:00,notification-service,us-west-2,84.86,0.0114,366.94,49.77,65.17,9.34,0.2138,normal
2026-04-01T03:00:00,notification-service,eu-central-1,83.99,0.0119,324.8,50.55,62.17,25.27,0.2501,normal
2026-04-01T03:00:00,analytics-pipeline,us-east-1,176.94,0.0192,188.94,40.28,58.63,38.76,0.2548,normal
2026-04-01T03:00:00,analytics-pipeline,us-west-2,175.06,0.0125,185.98,42.05,49.83,19.5,0.2096,normal
2026-04-01T03:00:00,analytics-pipeline,eu-central-1,185.18,0.0135,183.72,42.19,63.98,22.32,0.2177,normal
2026-04-01T04:00:00,checkout-api,us-east-1,106.73,0.0092,860.13,47.49,50.62,12.97,0.2093,normal
2026-04-01T04:00:00,checkout-api,us-west-2,105.04,0.0031,849.15,25.93,53.22,22.55,0.1425,normal
2026-04-01T04:00:00,checkout-api,eu-central-1,109.76,0.0088,860.77,30.67,70.79,22.13,0.1684,normal
2026-04-01T04:00:00,billing-worker,us-east-1,157.68,0.0055,381.73,27.44,63.46,25.48,0.158,normal
2026-04-01T04:00:00,billing-worker,us-west-2,122.99,0.0088,402.28,27.9,45.22,9.48,0.1329,normal
2026-04-01T04:00:00,billing-worker,eu-central-1,137.7,0.0034,387.2,44.0,62.44,23.62,0.2084,normal
2026-04-01T04:00:00,auth-service,us-east-1,84.02,0.0137,1051.61,37.96,50.58,9.39,0.1766,normal
2026-04-01T04:00:00,auth-service,us-west-2,74.51,0.009,1186.78,29.3,49.34,17.82,0.1552,normal
2026-04-01T04:00:00,auth-service,eu-central-1,73.8,0.0078,1145.26,35.92,62.91,20.83,0.1823,normal
2026-04-01T04:00:00,search-api,us-east-1,94.33,0.0063,709.45,20.23,51.13,18.3,0.1196,normal
2026-04-01T04:00:00,search-api,us-west-2,83.57,0.0098,724.5,30.98,56.25,15.49,0.1577,normal
2026-04-01T04:00:00,search-api,eu-central-1,98.5,0.0114,715.9,35.19,56.99,17.48,0.1795,normal
2026-04-01T04:00:00,notification-service,us-east-1,89.99,0.0102,315.59,31.16,55.39,12.08,0.1521,normal
2026-04-01T04:00:00,notification-service,us-west-2,77.44,0.0085,320.59,42.84,61.66,14.7,0.1954,normal
2026-04-01T04:00:00,notification-service,eu-central-1,100.81,0.0077,355.0,42.97,65.81,0,0.1643,normal
2026-04-01T04:00:00,analytics-pipeline,us-east-1,169.18,0.01,181.67,60.69,60.26,28.24,0.2882,normal
2026-04-01T04:00:00,analytics-pipeline,us-west-2,191.04,0.0128,180.61,40.75,61.56,9.37,0.1848,normal
2026-04-01T04:00:00,analytics-pipeline,eu-central-1,197.01,0.0049,177.64,58.97,56.44,18.16,0.2524,normal
2026-04-01T05:00:00,checkout-api,us-east-1,114.77,0.0091,827.96,44.07,62.07,23.68,0.2191,normal
2026-04-01T05:00:00,checkout-api,us-west-2,98.51,0.016,969.01,42.15,59.88,14.57,0.2061,normal
2026-04-01T05:00:00,checkout-api,eu-central-1,116.88,0.0062,912.42,38.16,53.14,23.75,0.1933,normal
2026-04-01T05:00:00,billing-worker,us-east-1,160.47,0.009,369.33,48.49,57.65,20.49,0.2277,normal
2026-04-01T05:00:00,billing-worker,us-west-2,162.67,0.0135,373.3,60.27,58.02,24.29,0.285,normal
2026-04-01T05:00:00,billing-worker,eu-central-1,137.49,0.0088,342.3,56.29,67.56,8.28,0.2298,normal
2026-04-01T05:00:00,auth-service,us-east-1,65.97,0.0025,1238.18,38.32,57.58,15.5,0.1704,normal
2026-04-01T05:00:00,auth-service,us-west-2,74.27,0.0046,1151.81,30.5,57.5,20.47,0.157,normal
2026-04-01T05:00:00,auth-service,eu-central-1,77.81,0.0081,1082.22,43.28,54.61,30.53,0.2284,normal
2026-04-01T05:00:00,search-api,us-east-1,100.83,0.0085,695.55,36.38,51.44,15.18,0.1737,normal
2026-04-01T05:00:00,search-api,us-west-2,97.24,0.0111,744.22,58.79,53.07,18.1,0.2627,normal
2026-04-01T05:00:00,search-api,eu-central-1,116.24,0.0015,693.19,43.36,59.08,21.26,0.198,normal
2026-04-01T05:00:00,notification-service,us-east-1,83.38,0.0105,332.34,48.17,44.75,10.92,0.2098,normal
2026-04-01T05:00:00,notification-service,us-west-2,84.98,0.0049,308.64,47.02,53.45,23.08,0.2206,normal
2026-04-01T05:00:00,notification-service,eu-central-1,90.07,0.0102,342.17,41.16,48.14,17.76,0.1988,normal
2026-04-01T05:00:00,analytics-pipeline,us-east-1,186.54,0.0069,173.67,47.99,51.85,23.12,0.2277,normal
2026-04-01T05:00:00,analytics-pipeline,us-west-2,206.82,0.0068,176.47,40.8,68.78,20.53,0.197,normal
2026-04-01T05:00:00,analytics-pipeline,eu-central-1,192.93,0.0062,174.62,41.92,45.57,29.53,0.2184,normal
2026-04-01T06:00:00,checkout-api,us-east-1,112.56,0.002,916.43,40.95,61.14,20.93,0.1897,normal
2026-04-01T06:00:00,checkout-api,us-west-2,92.41,0.0082,959.08,37.4,50.84,7.12,0.1601,normal
2026-04-01T06:00:00,checkout-api,eu-central-1,94.74,0.0103,970.48,45.44,59.72,35.87,0.251,normal
2026-04-01T06:00:00,billing-worker,us-east-1,138.97,0.0063,399.72,46.39,50.9,8.64,0.1914,normal
2026-04-01T06:00:00,billing-worker,us-west-2,148.38,0.01,353.47,40.38,54.2,21.68,0.2037,normal
2026-04-01T06:00:00,billing-worker,eu-central-1,143.65,0.0087,377.49,50.43,67.74,15.06,0.2229,normal
2026-04-01T06:00:00,auth-service,us-east-1,80.08,0.006,1155.4,48.0,68.6,14.94,0.2093,normal
2026-04-01T06:00:00,auth-service,us-west-2,74.56,0.0098,1037.64,42.13,53.27,20.97,0.208,normal
2026-04-01T06:00:00,auth-service,eu-central-1,68.22,0.0011,1152.87,44.08,54.16,25.11,0.2076,normal
2026-04-01T06:00:00,search-api,us-east-1,92.92,0.0066,739.96,29.45,53.26,17.83,0.1514,normal
2026-04-01T06:00:00,search-api,us-west-2,101.45,0.0083,732.04,36.76,60.11,31.31,0.2077,normal
2026-04-01T06:00:00,search-api,eu-central-1,89.78,0.0185,687.47,42.14,59.21,26.19,0.2343,normal
2026-04-01T06:00:00,notification-service,us-east-1,76.59,0.001,344.29,48.36,62.37,39.04,0.2509,normal
2026-04-01T06:00:00,notification-service,us-west-2,86.39,0.01,351.27,44.95,69.65,8.09,0.1919,normal
2026-04-01T06:00:00,notification-service,eu-central-1,82.45,0.001,348.75,39.02,64.47,35.23,0.2104,normal
2026-04-01T06:00:00,analytics-pipeline,us-east-1,179.91,0.008,169.1,35.3,53.59,23.11,0.1852,normal
2026-04-01T06:00:00,analytics-pipeline,us-west-2,180.53,0.0093,172.82,49.31,61.46,16.87,0.2238,normal
2026-04-01T06:00:00,analytics-pipeline,eu-central-1,189.57,0.0084,161.66,53.64,61.26,10.34,0.224,normal
2026-04-01T07:00:00,checkout-api,us-east-1,114.06,0.0104,784.83,54.88,60.33,25.13,0.2622,normal
2026-04-01T07:00:00,checkout-api,us-west-2,106.66,0.0084,785.76,49.77,58.21,15.71,0.2215,normal
2026-04-01T07:00:00,checkout-api,eu-central-1,107.95,0.0093,912.51,39.03,57.74,0.89,0.1552,normal
2026-04-01T07:00:00,billing-worker,us-east-1,140.09,0.0117,420.09,39.09,57.15,30.67,0.2206,normal
2026-04-01T07:00:00,billing-worker,us-west-2,141.22,0.0119,428.69,42.32,66.59,12.32,0.1948,normal
2026-04-01T07:00:00,billing-worker,eu-central-1,147.41,0.0087,389.3,51.04,74.73,12.68,0.2202,normal
2026-04-01T07:00:00,auth-service,us-east-1,71.55,0.011,1070.86,45.98,62.0,15.78,0.213,normal
2026-04-01T07:00:00,auth-service,us-west-2,78.19,0.0028,1206.99,29.64,53.12,13.55,0.1365,normal
2026-04-01T07:00:00,auth-service,eu-central-1,72.59,0.0124,1156.12,38.82,61.8,30.65,0.2209,normal
2026-04-01T07:00:00,search-api,us-east-1,95.05,0.0105,775.62,44.14,49.01,37.92,0.2509,normal
2026-04-01T07:00:00,search-api,us-west-2,111.78,0.0011,715.77,45.34,64.76,23.35,0.2084,normal
2026-04-01T07:00:00,search-api,eu-central-1,92.93,0.0048,722.42,50.27,50.37,9.78,0.2046,normal
2026-04-01T07:00:00,notification-service,us-east-1,84.83,0.0013,325.58,38.51,61.16,12.39,0.1624,normal
2026-04-01T07:00:00,notification-service,us-west-2,79.0,0.0074,330.12,36.68,58.08,24.0,0.1908,normal
2026-04-01T07:00:00,notification-service,eu-central-1,93.06,0.0158,314.28,38.64,40.62,33.19,0.2316,normal
2026-04-01T07:00:00,analytics-pipeline,us-east-1,169.56,0.0089,180.76,31.13,61.25,17.79,0.1613,normal
2026-04-01T07:00:00,analytics-pipeline,us-west-2,153.71,0.0102,188.42,27.06,63.65,19.67,0.1532,normal
2026-04-01T07:00:00,analytics-pipeline,eu-central-1,186.84,0.0108,189.66,40.21,64.12,14.72,0.1902,normal
2026-04-01T08:00:00,checkout-api,us-east-1,111.11,0.0057,1152.82,55.85,61.12,16.73,0.24,normal
2026-04-01T08:00:00,checkout-api,us-west-2,95.38,0.0058,1170.04,49.52,60.98,22.19,0.2292,normal
2026-04-01T08:00:00,checkout-api,eu-central-1,104.65,0.0144,1136.72,37.6,64.22,18.51,0.1954,normal
2026-04-01T08:00:00,billing-worker,us-east-1,141.77,0.0067,505.93,46.99,60.48,8.32,0.1935,normal
2026-04-01T08:00:00,billing-worker,us-west-2,149.95,0.0097,487.2,48.18,56.04,15.32,0.2175,normal
2026-04-01T08:00:00,billing-worker,eu-central-1,154.23,0.0143,495.05,45.51,51.87,36.51,0.2597,normal
2026-04-01T08:00:00,auth-service,us-east-1,72.04,0.0138,1476.45,48.49,73.53,0,0.1945,normal
2026-04-01T08:00:00,auth-service,us-west-2,72.39,0.011,1518.04,36.65,73.07,18.64,0.1862,normal
2026-04-01T08:00:00,auth-service,eu-central-1,65.13,0.0124,1395.88,51.21,53.96,19.16,0.2408,normal
2026-04-01T08:00:00,search-api,us-east-1,104.58,0.0095,886.5,28.43,66.28,23.92,0.1655,normal
2026-04-01T08:00:00,search-api,us-west-2,88.8,0.0124,974.84,47.18,42.19,15.58,0.2194,normal
2026-04-01T08:00:00,search-api,eu-central-1,101.84,0.0119,992.85,22.34,59.18,21.94,0.1445,normal
2026-04-01T08:00:00,notification-service,us-east-1,102.35,0.0052,432.09,42.29,64.2,14.45,0.1869,normal
2026-04-01T08:00:00,notification-service,us-west-2,92.8,0.0058,444.96,37.78,59.11,12.47,0.1683,normal
2026-04-01T08:00:00,notification-service,eu-central-1,74.14,0.0134,445.75,37.53,59.41,25.92,0.2084,normal
2026-04-01T08:00:00,analytics-pipeline,us-east-1,165.92,0.0086,237.95,46.21,55.65,1.14,0.1795,normal
2026-04-01T08:00:00,analytics-pipeline,us-west-2,197.9,0.0103,231.95,39.77,59.84,14.6,0.1876,normal
2026-04-01T08:00:00,analytics-pipeline,eu-central-1,165.24,0.006,225.0,37.1,49.89,23.09,0.188,normal
2026-04-01T09:00:00,checkout-api,us-east-1,94.0,0.0116,1101.16,44.82,67.62,19.63,0.218,normal
2026-04-01T09:00:00,checkout-api,us-west-2,98.86,0.0092,1167.44,28.13,53.75,19.3,0.1545,normal
2026-04-01T09:00:00,checkout-api,eu-central-1,101.06,0.0093,1200.84,48.13,64.34,22.71,0.2317,normal
2026-04-01T09:00:00,billing-worker,us-east-1,141.66,0.0089,505.57,39.49,56.74,4.2,0.1629,normal
2026-04-01T09:00:00,billing-worker,us-west-2,141.14,0.0089,487.86,41.81,61.61,16.68,0.1965,normal
2026-04-01T09:00:00,billing-worker,eu-central-1,169.09,0.001,507.2,27.4,64.86,39.23,0.1779,normal
2026-04-01T09:00:00,auth-service,us-east-1,59.99,0.0095,1563.93,39.58,61.86,0.06,0.1558,normal
2026-04-01T09:00:00,auth-service,us-west-2,80.11,0.0105,1526.71,37.3,62.47,14.12,0.1783,normal
2026-04-01T09:00:00,auth-service,eu-central-1,76.34,0.007,1356.49,41.75,59.42,24.04,0.2078,normal
2026-04-01T09:00:00,search-api,us-east-1,88.34,0.0089,980.48,43.16,66.7,33.93,0.2364,normal
2026-04-01T09:00:00,search-api,us-west-2,88.09,0.0013,991.69,54.24,64.46,24.51,0.2423,normal
2026-04-01T09:00:00,search-api,eu-central-1,90.3,0.0061,993.18,34.71,45.31,10.02,0.153,normal
2026-04-01T09:00:00,notification-service,us-east-1,101.95,0.0167,424.37,36.17,59.62,12.01,0.1812,normal
2026-04-01T09:00:00,notification-service,us-west-2,93.91,0.0087,415.74,52.47,53.92,19.77,0.2397,normal
2026-04-01T09:00:00,notification-service,eu-central-1,84.91,0.0077,446.22,36.46,45.09,0.34,0.1422,normal
2026-04-01T09:00:00,analytics-pipeline,us-east-1,161.76,0.006,231.54,42.44,61.89,18.96,0.1981,normal
2026-04-01T09:00:00,analytics-pipeline,us-west-2,168.57,0.0062,207.65,40.65,61.39,22.24,0.1988,normal
2026-04-01T09:00:00,analytics-pipeline,eu-central-1,178.25,0.0083,242.47,42.12,63.16,22.66,0.2087,normal
2026-04-01T10:00:00,checkout-api,us-east-1,106.79,0.0142,1126.36,39.13,52.34,11.62,0.1863,normal
2026-04-01T10:00:00,checkout-api,us-west-2,118.07,0.016,1160.31,46.55,66.23,24.46,0.2418,normal
2026-04-01T10:00:00,checkout-api,eu-central-1,115.12,0.0039,1122.56,45.62,68.05,18.83,0.2053,normal
2026-04-01T10:00:00,billing-worker,us-east-1,135.04,0.0076,495.75,35.13,68.51,13.0,0.1632,normal
2026-04-01T10:00:00,billing-worker,us-west-2,145.24,0.0176,542.25,44.69,53.72,21.28,0.2317,normal
2026-04-01T10:00:00,billing-worker,eu-central-1,163.81,0.0115,544.19,42.78,61.61,16.39,0.204,normal
2026-04-01T10:00:00,auth-service,us-east-1,77.56,0.0142,1417.67,41.5,59.68,13.43,0.1983,normal
2026-04-01T10:00:00,auth-service,us-west-2,73.15,0.0121,1675.12,47.04,60.28,5.59,0.1979,normal
2026-04-01T10:00:00,auth-service,eu-central-1,86.57,0.0093,1522.46,33.05,57.6,9.23,0.1513,normal
2026-04-01T10:00:00,search-api,us-east-1,95.54,0.0109,953.06,44.24,52.04,29.44,0.2346,normal
2026-04-01T10:00:00,search-api,us-west-2,90.04,0.0017,942.82,35.89,50.93,15.16,0.1597,normal
2026-04-01T10:00:00,search-api,eu-central-1,97.21,0.0043,945.16,53.41,62.78,16.78,0.229,normal
2026-04-01T10:00:00,notification-service,us-east-1,85.87,0.0085,438.17,47.86,57.35,0,0.1828,normal
2026-04-01T10:00:00,notification-service,us-west-2,84.85,0.0054,453.27,37.12,59.04,35.42,0.2122,normal
2026-04-01T10:00:00,notification-service,eu-central-1,77.88,0.0045,408.71,22.84,44.85,20.92,0.1308,normal
2026-04-01T10:00:00,analytics-pipeline,us-east-1,170.81,0.0015,214.9,46.94,52.57,15.07,0.1978,normal
2026-04-01T10:00:00,analytics-pipeline,us-west-2,184.76,0.0144,253.93,50.26,59.01,19.47,0.2417,normal
2026-04-01T10:00:00,analytics-pipeline,eu-central-1,205.95,0.0147,228.26,45.66,60.01,18.42,0.224,normal
2026-04-01T11:00:00,checkout-api,us-east-1,100.8,0.0037,1128.56,29.65,66.57,22.29,0.156,normal
2026-04-01T11:00:00,checkout-api,us-west-2,94.87,0.0146,1209.83,26.73,70.89,24.48,0.1699,normal
2026-04-01T11:00:00,checkout-api,eu-central-1,122.34,0.0041,1189.25,45.38,59.41,19.37,0.2058,normal
2026-04-01T11:00:00,billing-worker,us-east-1,157.22,0.003,481.1,30.85,54.1,13.16,0.1403,normal
2026-04-01T11:00:00,billing-worker,us-west-2,149.26,0.0101,513.19,36.59,54.91,25.62,0.1986,normal
2026-04-01T11:00:00,billing-worker,eu-central-1,153.86,0.0094,504.27,54.42,53.84,23.19,0.2548,normal
2026-04-01T11:00:00,auth-service,us-east-1,81.92,0.0079,1586.91,33.07,65.09,19.6,0.1701,normal
2026-04-01T11:00:00,auth-service,us-west-2,65.48,0.0117,1458.08,52.25,53.25,16.68,0.238,normal
2026-04-01T11:00:00,auth-service,eu-central-1,76.7,0.0077,1544.47,37.57,62.7,18.04,0.1822,normal
2026-04-01T11:00:00,search-api,us-east-1,96.6,0.001,1005.95,42.25,45.52,18.76,0.1881,normal
2026-04-01T11:00:00,search-api,us-west-2,98.55,0.0133,900.93,54.38,56.88,37.16,0.2902,normal
2026-04-01T11:00:00,search-api,eu-central-1,93.89,0.0117,934.44,33.07,65.68,25.25,0.1885,normal
2026-04-01T11:00:00,notification-service,us-east-1,95.46,0.0124,426.82,28.7,53.45,12.6,0.1486,normal
2026-04-01T11:00:00,notification-service,us-west-2,79.46,0.0113,446.28,39.84,59.21,16.83,0.1943,normal
2026-04-01T11:00:00,notification-service,eu-central-1,86.45,0.012,459.92,36.51,47.45,29.42,0.2096,normal
2026-04-01T11:00:00,analytics-pipeline,us-east-1,181.65,0.0134,213.07,39.36,58.19,6.47,0.1752,normal
2026-04-01T11:00:00,analytics-pipeline,us-west-2,172.57,0.0119,244.1,54.75,51.95,6.79,0.2269,normal
2026-04-01T11:00:00,analytics-pipeline,eu-central-1,187.49,0.0128,234.0,31.59,63.47,24.34,0.1833,normal
2026-04-01T12:00:00,checkout-api,us-east-1,109.65,0.0071,1176.33,48.33,54.09,3.25,0.1885,normal
2026-04-01T12:00:00,checkout-api,us-west-2,107.76,0.0109,1159.77,49.11,53.89,17.34,0.227,normal
2026-04-01T12:00:00,checkout-api,eu-central-1,102.44,0.0113,1249.95,39.99,72.38,30.23,0.2221,normal
2026-04-01T12:00:00,billing-worker,us-east-1,154.17,0.0113,557.02,40.56,57.22,9.5,0.1818,normal
2026-04-01T12:00:00,billing-worker,us-west-2,150.48,0.0144,525.82,45.38,56.6,19.36,0.2243,normal
2026-04-01T12:00:00,billing-worker,eu-central-1,128.47,0.0132,502.07,33.16,52.74,11.4,0.1631,normal
2026-04-01T12:00:00,auth-service,us-east-1,80.13,0.0132,1423.17,49.41,64.22,13.37,0.2241,normal
2026-04-01T12:00:00,auth-service,us-west-2,66.08,0.006,1477.46,44.74,55.5,1.77,0.1711,normal
2026-04-01T12:00:00,auth-service,eu-central-1,76.4,0.0029,1592.91,32.35,53.15,11.17,0.1412,normal
2026-04-01T12:00:00,search-api,us-east-1,90.88,0.0142,991.47,46.81,60.24,5.62,0.2009,normal
2026-04-01T12:00:00,search-api,us-west-2,91.04,0.0068,905.85,46.07,52.81,12.32,0.1987,normal
2026-04-01T12:00:00,search-api,eu-central-1,87.06,0.001,979.46,52.65,59.22,10.19,0.2069,normal
2026-04-01T12:00:00,notification-service,us-east-1,66.61,0.0097,465.47,44.38,64.49,29.83,0.2338,normal
2026-04-01T12:00:00,notification-service,us-west-2,92.66,0.0072,461.93,48.21,47.24,14.76,0.2119,normal
2026-04-01T12:00:00,notification-service,eu-central-1,75.32,0.0086,451.69,33.46,43.61,28.39,0.1906,normal
2026-04-01T12:00:00,analytics-pipeline,us-east-1,185.43,0.0149,216.71,50.48,72.52,34.06,0.2731,normal
2026-04-01T12:00:00,analytics-pipeline,us-west-2,176.98,0.0101,230.04,49.99,65.26,18.7,0.2313,normal
2026-04-01T12:00:00,analytics-pipeline,eu-central-1,160.43,0.012,226.44,47.03,59.84,30.99,0.2495,normal
2026-04-01T13:00:00,checkout-api,us-east-1,114.56,0.0072,1178.89,56.11,54.24,21.47,0.2533,normal
2026-04-01T13:00:00,checkout-api,us-west-2,115.0,0.014,1188.56,31.44,49.17,19.98,0.1762,normal
2026-04-01T13:00:00,checkout-api,eu-central-1,108.25,0.0192,1109.9,51.1,63.39,4.63,0.2229,normal
2026-04-01T13:00:00,billing-worker,us-east-1,135.51,0.0097,499.96,40.76,61.29,11.52,0.1836,normal
